,persName,rolename
2448,"PEARSON, GERALD L.",M.C.
2449,"PEART, MICHAEL J.",C.M.G.
2450,"PEART, MICHAEL J.",L.V.O.
2451,"PECK, SIR EDWARD H.",G.C.M.G.
2452,"PECK, SIR JOHN H.",K.C.M.G.
2453,"PEEL, SIR ARTHUR R.",K.C.M.G.
2454,"PEEL, Rt. Hon. SIR ROBERT, Bt.",G.C.B.
2455,"PEEL, RONALD G.",M.V.O.
2456,"PEEL, RONALD G.",M.B.E.
2457,"PELHAM, SIR G. CLINTON",K.B.E.
2458,"PELHAM, SIR G. CLINTON",C.M.G.
2459,"PELLEW, MARK E.",C.V.O.
2460,"PELLY, CORNELIUS J.",C.M.G.
2461,"PELLY, CORNELIUS J.",O.B.E.
2462,"PELLY, FRANCIS J.",M.B.E.
2463,"PEMBERTON-PIGOTT, A. DESMOND F.",C.M.G.
2464,"PENFOLD, PETER A.",C.M.G.
2465,"PENFOLD, PETER A.",O.B.E.
2466,"PENNEY, JOHN A.",C.M.G.
2467,"PERKINS, ALAN H.B.",M.V.O.
2468,"PERKINS, ALAN H.B.",M.B.E.
2469,"PEROWNE, SIR J. VICTOR T.W.T.",K.C.M.G.
2470,"PESTELL, CATHERINE E.",C.M.G.
2471,"PETERS, THEOPHILUS",C.M.G.
2472,"PETERS, WILLIAM",C.M.G.
2473,"PETERS, WILLIAM",L.V.O.
2474,"PETERS, WILLIAM",M.B.E.
2475,"PETERSEN, SIR JEFFREY C.",K.C.M.G.
2476,"PETERSON, SIR MAURICE D.",G.C.M.G.
2477,"PETRE, SIR GEORGE GLYNN",K.C.M.G.
2478,"PETRE, SIR GEORGE GLYNN",C.B.
2479,"PETRIE, SIR PETER C., Bt.",C.M.G.
2480,"PHILIP, JOHN C.",O.B.E.
2481,"PHILLIPS, SIR HERBERT",K.C.M.G.
2482,"PHILLIPS, SIR HERBERT",O.B.E.
2483,"PHILLIPS, SIR HORACE",K.C.M.G.
2484,"PHILLIPS, JOHN F.S.",C.M.G.
2485,"PHILLIPS, SIR TOM R.V.",K.C.M.G.
2486,"PHIPPS, SIR E. CONSTANTINE H.",K.C.M.G.
2487,"PHIPPS, SIR E. CONSTANTINE H.",C.B.
2488,"PHIPPS, Rt. Hon. SIR ERIC C.E.",G.C.B.
2489,"PHIPPS, Rt. Hon. SIR ERIC C.E.",G.C.M.G.
2490,"PHIPPS, Rt. Hon. SIR ERIC C.E.",G.C.V.O.
2491,"PICKARD, SIR CYRIL S",K.C.M.G.
2492,"PICKERSGILL, W. CLAYTON",C.B.
2493,"PIERCE, KAREN E.",C.M.G.
2494,"PIKE, SIR MICHAEL E.",K.C.V.O.
2495,"PIKE, SIR MICHAEL E.",C.M.G.
2496,"PILCHER, SIR JOHN A.",G.C.M.G.
2497,"PINK, SIR IVOR T.M.",K.C.M.G.
2498,"PLAYFAIR, Lieutenant-Colonel SIR ROBERT L.",K.C.M.G.
2499,"PLUMBLY, SIR DEREK J.",K.C.M.G.
2500,"PLUNKETT, Rt. Hon. SIR FRANCIS R.",G.C.B.
2501,"PLUNKETT, Rt. Hon. SIR FRANCIS R.",G.C.M.G.
2502,"PLUNKETT, Rt. Hon. SIR FRANCIS R.",G.C.V.O.
2503,"POLAK, CORNELIA J.",O.B.E.
2504,"PONSONBY, JOHN, 1st VISCOUNT",G.C.B.
2505,"PONSONBY, MYLES W.",C.B.E.
2506,"PONSONBY-FANE, Hon. SIR SPENCER C.B.",G.C.B.
2507,"PONSONBY-FANE, Hon. SIR SPENCER C.B.",I.S.O.
2508,"PORTAL, SIR GERALD H.",K.C.M.G.
2509,"PORTAL, SIR GERALD H.",C.B.
2510,"PORTER, IVOR F.",C.M.G.
2511,"PORTER, IVOR F.",O.B.E.
2512,"PORTER, THOMAS P.",I.S.O.
2513,"POSNETT, SIR RICHARD N.",K.B.E.
2514,"POSNETT, SIR RICHARD N.",C.M.G.
2515,"POSTON, JAMES",C.B.E.
2516,"POTT, SIR LESLIE",K.B.E.
2517,"POVER, ALAN J.",C.M.G.
2518,"POWELL, SIR CHARLES D.",K.C.M.G.
2519,"POWELL, Hon. HUGH E.",C.M.G.
2520,"POWELL-JONES, JOHN E.",C.M.G.
2521,"PRENDERGAST, SIR W. KIERAN",K.C.V.O.
2522,"PRENDERGAST, SIR W. KIERAN",C.M.G.
2523,"PRENTICE, CHRISTOPHER N.R.",C.M.G.
2524,"PRICE, ALLEN",C.M.G.
2525,"PRICE, SIR C. ROY",K.C.M.G.
2526,"PRICE, JOHN L.W.",C.V.O.
2527,"PRICE, MICHAEL A.",L.V.O.
2528,"PRICE, W.F. BARRY",O.B.E.
2529,"PRIDHAM, KENNETH R.C.",C.M.G.
2530,"PRIESTLEY, PHILIP J.",C.B.E.
2531,"PRINGLE, DAME ANNE F.",D.C.M.G.
2532,"PRITCHARD, SIR NEIL",K.C.M.G.
2533,"PUGH, JOHN A.",O.B.E.
2534,"PULLAN, AYRTON J.S.",C.B.E.
2535,"PUMPHREY, SIR J. LAURENCE",K.C.M.G.
2536,"PURCELL, R. MICHAEL",C.M.G.
2537,"PURVES, JAMES G.",C.M.G.
2538,"PYKE, JOSEPH",C.B.E.
2539,"PYLE, NICHOLAS J.",O.B.E.
2540,"PYMAN, LANCELOT F.L.",C.M.G.
2541,"QUARREY, DAVID",C.M.G.
2542,"RABINO, H. LOUIS",C.M.G.
2543,"RABINO, H. LOUIS",O.B.E.
2544,"RADICE, EDWARD A.",C.B.E.
2545,"RAE, W. INNES",O.B.E.
2546,"RAFTERY, PETER A.",C.V.O.
2547,"RAFTERY, PETER A.",M.B.E.
2548,"RALPH, RICHARD P.",C.M.G.
2549,"RALPH, RICHARD P.",C.V.O.
2550,"RAMAGE, J. GRANVILLE W.",C.M.G.
2551,"RAMPLING, CHRISTOPHER M.",M.B.E.
2552,"RAMSAY, SIR ALLAN J.H.R.",K.B.E.
2553,"RAMSAY, SIR ALLAN J.H.R.",C.M.G.
2554,"RAMSAY, Hon. SIR PATRICK W. MAULE",K.C.M.G.
2555,"RAMSBOTHAM, Hon. SIR PETER E.",G.C.M.G.
2556,"RAMSBOTHAM, Hon. SIR PETER E.",G.C.V.O.
2557,"RAMSDEN, SIR CARYL O.I., Bt.",C.M.G.
2558,"RAMSDEN, SIR CARYL O.I., Bt.",C.V.O.
2559,"RANCE, EDWIN H.",O.B.E.
2560,"RANCE, GERALD F.",O.B.E.
2561,"RANDALL, SIR ALEC W.G.",K.C.M.G.
2562,"RANDALL, SIR ALEC W.G.",O.B.E.
2563,"RANGARAJAN, F. VIJAY N.",C.M.G.
2564,"RANKIN, JOHN J.",C.M.G.
2565,"RAPP, SIR THOMAS C.",K.B.E.
2566,"RAPP, SIR THOMAS C.",C.M.G.
2567,"RATFORD, SIR DAVID J.E.",K.C.M.G.
2568,"RATFORD, SIR DAVID J.E.",C.V.O.
2569,"RAVENSDALE, THOMAS C.",C.M.G.
2570,"RAWLINGS, MENNA F.",C.M.G.
2571,"RAWLINS, EVELYN C. DONALDSON",C.M.G.
2572,"RAWLINS, EVELYN C. DONALDSON",C.B.E.
2573,"RAWLINSON, Major-General SIR HENRY C., Bt.",K.C.B.
2574,"RAWLINSON, IVOR J.",O.B.E.
2575,"REDDAWAY, SIR DAVID N.",K.C.M.G.
2576,"REDDAWAY, SIR DAVID N.",M.B.E.
2577,"REDDAWAY, G.F. NORMAN",C.B.E.
2578,"REDDICLIFFE, PAUL",O.B.E.
2579,"REDPATH, ALEXANDER W.",C.B.E.
2580,"REED, ADRIAN H.",C.M.G.
2581,"REES, THOMAS I.",C.M.G.
2582,"REEVE, SIR ANTHONY",K.C.M.G.
2583,"REEVE, SIR ANTHONY",K.C.V.O.
2584,"REEVE, JAMES E.",C.M.G.
2585,"REEVE, ROY S.",C.M.G.
2586,"REID, DOUGAL G.",C.M.G.
2587,"REID, SIR H. MARTIN S.",K.B.E.
2588,"REID, SIR H. MARTIN S.",C.M.G.
2589,"REID, LESLIE",C.B.E.
2590,"REID-ADAM, RANDLE",C.B.E.
2591,"REIDY, ANDREA",O.B.E.
2592,"REILLY, SIR D’A. PATRICK",G.C.M.G.
2593,"REISS, JOHN H.",O.B.E.
2594,"RENDALL, ARCHIBALD",O.B.E.
2595,"RENDEL, SIR GEORGE W.",K.C.M.G.
2596,"RENNIE, SIR ERNEST A.",K.C.M.G.
2597,"RENNIE, SIR ERNEST A.",M.V.O.
2598,"RENNIE, SIR JOHN O.",K.C.M.G.
2599,"RENNIE, PAUL",O.B.E.
2600,"RENWICK, SIR ROBIN W.",K.C.M.G.
2601,"REYNOLDS, FRANK A.",O.B.E.
2602,"REYNTIENS, NICHOLAS S.",O.B.E.
2603,"RHODES, SIR PEREGRINE A.",K.C.M.G.
2604,"RICH, JOHN R.",C.M.G.
2605,"RICHARDS, DENIS E.",C.M.G.
2606,"RICHARDS, SIR F. BROOKS",K.C.M.G.
2607,"RICHARDS, SIR F. BROOKS",D.S.C.
2608,"RICHARDS, SIR FRANCIS N.",K.C.M.G.
2609,"RICHARDS, SIR FRANCIS N.",C.V.O.
2610,"RICHARDS, HERBERT A.",C.B.E.
2611,"RICHARDSON, HORACE V.",O.B.E.
2612,"RICHARDSON, SIR THOMAS L.",K.C.M.G.
2613,"RICHES, SIR DEREK M.H.",K.C.M.G.
2614,"RICHMOND, SIR DAVID F.",K.B.E.
2615,"RICHMOND, SIR DAVID F.",C.M.G.
2616,"RICHMOND, SIR JOHN C.B.",K.C.M.G.
2617,"RICKERD, MARTIN J.K.",O.B.E.
2618,"RICKERD, MARTIN J.K.",M.V.O.
2619,"RICKETTS, LORD",G.C.M.G.
2620,"RICKETTS, LORD",G.C.V.O.
2621,"RIDGWAY, DAVID F.C.",C.M.G.
2622,"RIDGWAY, DAVID F.C.",O.B.E.
2623,"RIDSDALE, SIR WILLIAM",K.C.M.G.
2624,"RISLEY, SIR JOHN S.",K.C.M.G.
2625,"RISLEY, SIR JOHN S.",C.B.
2626,"RISLEY, SIR JOHN S.",Q.C.
2627,"RITCHIE, KENNETH G.",C.M.G.
2628,"ROB, JOHN V.",C.M.G.
2629,"ROBB, MICHAEL A.M.",C.M.G.
2630,"ROBERTS, CHARLES S.",C.M.G.
2631,"ROBERTS, COLIN",C.V.O.
2632,"ROBERTS, SIR DAVID A.",K.B.E.
2633,"ROBERTS, SIR DAVID A.",C.M.G.
2634,"ROBERTS, SIR DAVID A.",C.V.O.
2635,"ROBERTS, SIR FRANK K.",G.C.M.G.
2636,"ROBERTS, SIR FRANK K.",G.C.V.O.
2637,"ROBERTS, SIR IVOR A.",K.C.M.G.
2638,"ROBERTS, JAMES F.",C.M.G.
2639,"ROBERTS, MICHAEL J.W.",C.V.O.
2640,"ROBERTS, SIR NORMAN S.",K.B.E.
2641,"ROBERTS, SIR NORMAN S.",C.M.G.
2642,"ROBERTS, SIR WALTER St.C. H.",K.C.M.G.
2643,"ROBERTS, SIR WALTER St.C. H.",M.C.
2644,"ROBERTS-WRAY, SIR KENNETH O.",G.C.M.G.
2645,"ROBERTS-WRAY, SIR KENNETH O.",Q.C.
2646,"ROBERTSON, Rt. Hon. SIR MALCOLM ARNOLD.",G.C.M.G.
2647,"ROBERTSON, Rt. Hon. SIR MALCOLM ARNOLD.",K.B.E.
2648,"ROBEY, D, JOHN B.",C.M.G.
2649,"ROBINSON, JOHN A.",C.M.G.
2650,"ROBINSON, JOSEPH",C.B.E.
2651,"ROBINSON, LAURENCE M.",C.M.G.
2652,"ROBINSON, MICHAEL J.",C.M.G.
2653,"ROBSON, SIR JOHN A.",K.C.M.G.
2654,"RODD, Rt. Hon. SIR J. RENNELL",G.C.B.
2655,"RODD, Rt. Hon. SIR J. RENNELL",G.C.M.G.
2656,"RODD, Rt. Hon. SIR J. RENNELL",G.C.V.O.
2657,"RODGERS, DAVID J.",C.B.E.
2658,"ROGERS, GILBERT L.",O.B.E.
2659,"ROGERS, GILBERT L.",M.C.
2660,"ROGERS, HENRY A.",O.B.E.
2661,"ROGERS, THOMAS E.",C.M.G.
2662,"ROGERS, THOMAS E.",M.B.E.
2663,"RONALD, SIR NIGEL B.",K.C.M.G.
2664,"RONALD, SIR NIGEL B.",C.V.O.
2665,"RONALDS, ANDREW J.",C.B.E.
2666,"ROOKE, JAMES S.",C.M.G.
2667,"ROOKE, JAMES S.",O.B.E.
2668,"ROPER, JOANNA",C.M.G.
2669,"ROPER, JOHN C.A.",C.M.G.
2670,"ROPER, JOHN C.A.",M.C.
2671,"ROSE, SIR CLIVE M.",G.C.M.G.
2672,"ROSE, DONALD H.G.",L.V.O.
2673,"ROSE, E. MICHAEL",C.M.G.
2674,"ROSE, Rt. Hon. SIR HUGH H.",G.C.B.
2675,"ROSE, Rt. Hon. SIR HUGH H.",G.C.S.I.
2676,"ROSLING, PETER E.",C.M.G.
2677,"ROSLING, PETER E.",L.V.O.
2678,"ROSS, ALEXANDER C.",C.B.
2679,"ROSS, SIR ARCHIBALD D.M.",K.C.M.G.
2680,"ROSS, ROBERT",O.B.E.
2681,"ROTHNIE, SIR ALAN K.",K.C.V.O.
2682,"ROTHNIE, SIR ALAN K.",C.M.G.
2683,"ROTHWELL, MARGARET I.",C.M.G.
2684,"ROUSE, SIR ANTHONY G.R.",K.C.M.G.
2685,"ROUSE, SIR ANTHONY G.R.",O.B.E.
2686,"ROUSE, PHILIP T.",M.B.E.
2687,"ROWLEY, SIR ARTHUR L.S.",C.M.G.
2688,"RUMBOLD, Rt. Hon. SIR HORACE, Bt.",G.C.B.
2689,"RUMBOLD, Rt. Hon. SIR HORACE, Bt.",G.C.M.G.
2690,"RUMBOLD, SIR H. ALGERNON F.",K.C.M.G.
2691,"RUMBOLD, SIR H. ALGERNON F.",C.I.E.
2692,"RUMBOLD, SIR H. ANTHONY C. Bt.",K.C.M.G.
2693,"RUMBOLD, SIR H. ANTHONY C. Bt.",K.C.V.O.
2694,"RUMBOLD, SIR H. ANTHONY C. Bt.",C.B.
2695,"RUMBOLD, Rt. Hon. SIR HORACE G.M., Bt.",G.C.B.
2696,"RUMBOLD, Rt. Hon. SIR HORACE G.M., Bt.",G.C.M.G.
2697,"RUMBOLD, Rt. Hon. SIR HORACE G.M., Bt.",M.V.O.
2698,"RUNDALL, SIR FRANCIS B. A.",G.C.M.G.
2699,"RUNDALL, SIR FRANCIS B. A.",O.B.E.
2700,"RUSHFORD, ANTONY R.",C.M.G.
2701,"RUSSELL, SIR CLAUD F.W.",K.C.M.G.
2702,"RUSSELL, Major-General LORD G. WILLIAM",G.C.B.
2703,"RUSSELL, GERARD S.J.",M.B.E.
2704,"RUSSELL, SIR JOHN W.",G.C.V.O.
2705,"RUSSELL, SIR JOHN W.",K.C.M.G.
2706,"RUSSELL, Rt. Hon. LORD ODO W.L. RUSSELL",G.C.B.
2707,"RUSSELL, Rt. Hon. LORD ODO W.L. RUSSELL",G.C.M.G.
2708,"RUSSELL, Hon. SIR ODO W.THEO V.",K.C.M.G.
2709,"RUSSELL, Hon. SIR ODO W.THEO V.",K.C.V.O.
2710,"RUSSELL, Hon. SIR ODO W.THEO V.",C.B.
2711,"RUSSELL, SIR R. MARK",K.C.M.G.
2712,"RYAN, SIR ANDREW",K.B.E.
2713,"RYAN, SIR ANDREW",C.M.G.
2714,"RYCROFT, MATTHEW J",C.B.E.
2715,"RYDER, MICHAEL",C.M.G.
2716,"SACKVILLE-WEST, Hon. SIR LIONEL S.",G.C.M.G.
2717,"ST. JOHN, SIR FREDERIC R.",K.C.M.G.
2718,"ST. JOHN, SIR SPENSER B.",G.C.M.G.
2719,"SALT, DAME BARBARA",D.B.E.
2720,"SAMPLES, REGINALD McCARTNEY",C.M.G.
2721,"SAMPLES, REGINALD McCARTNEY",D.S.O.
2722,"SAMPLES, REGINALD McCARTNEY",O.B.E.
2723,"SAMUEL, A.C. IAN",C.M.G.
2724,"SAMUEL, A.C. IAN",C.V.O.
2725,"SAMUEL, RICHARD C.",C.M.G.
2726,"SAMUEL, RICHARD C.",C.V.O.
2727,"SANDERSON, SIR PERCY",K.C.M.G.
2728,"SANDERSON, SIR THOMAS H.",G.C.B.
2729,"SANDERSON, SIR THOMAS H.",K.C.M.G.
2730,"SANDERSON, SIR THOMAS H.",I.S.O.
2731,"SANKEY, JOHN A.",C.M.G.
2732,"SANSOM, SIR GEORGE B.",G.B.E.
2733,"SANSOM, SIR GEORGE B.",K.C.M.G.
2734,"SARELL, SIR RODERICK F.G.",K.C.M.G.
2735,"SARELL, SIR RODERICK F.G.",K.C.V.O.
2736,"SARGEANT, FRANK C.D.",C.M.G.
2737,"SARGENT, SIR ORME G.",G.C.M.G.
2738,"SARGENT, SIR ORME G.",K.C.B.
2739,"SATOW, Rt. Hon. Sir ERNEST M.",G.C.M.G.
2740,"SATOW, SIR HAROLD E.",K.C.M.G.
2741,"SATOW, SIR HAROLD E.",O.B.E.
2742,"SAUNDERS, ALBERT E.",C.M.G.
2743,"SAUNDERS, ALBERT E.",O.B.E.
2744,"SAVERY, FRANK",C.B.E.
2745,"SAWBRIDGE, HENRY R.",C.B.E.
2746,"SAWERS, SIR R.JOHN",G.C.M.G.
2747,"SCARLETT, Hon. PETER C.",C.B.
2748,"SCARLETT, SIR PETER W.S.Y.",K.C.M.G.
2749,"SCARLETT, SIR PETER W.S.Y.",K.C.V.O.
2750,"SCOONES, Lieutenant-General SIR GEOFFRY A.P.",K.C.B.
2751,"SCOONES, Lieutenant-General SIR GEOFFRY A.P.",K.B.E.
2752,"SCOONES, Lieutenant-General SIR GEOFFRY A.P.",C.S.I.
2753,"SCOONES, Lieutenant-General SIR GEOFFRY A.P.",D.S.O.
2754,"SCOONES, Lieutenant-General SIR GEOFFRY A.P.",M.C.
2755,"SCOPES, SIR LEONARD A.",K.C.V.O.
2756,"SCOPES, SIR LEONARD A.",C.M.G.
2757,"SCOPES, SIR LEONARD A.",O.B.E.
2758,"SCOTT, SIR C. PETER",K.B.E.
2759,"SCOTT, SIR C. PETER",C.M.G.
2760,"SCOTT, Rt. Hon. SIR CHARLES STEWART",G.C.B.
2761,"SCOTT, Rt. Hon. SIR CHARLES STEWART",G.C.M.G.
2762,"SCOTT, SIR DAVID A.",G.C.M.G.
2763,"SCOTT, Hon. SIR ERNEST S.",K.C.M.G.
2764,"SCOTT, Hon. SIR ERNEST S.",M.V.O.
2765,"SCOTT, SIR IAN D.",K.C.M.G.
2766,"SCOTT, SIR IAN D.",K.C.V.O.
2767,"SCOTT, SIR IAN D.",C.I.E.
2768,"SCOTT, SIR KENNETH B.A.",K.C.V.O.
2769,"SCOTT, SIR KENNETH B.A.",C.M.G.
2770,"SCOTT, SIR MICHAEL",K.C.V.O.
2771,"SCOTT, SIR MICHAEL",C.M.G.
2772,"SCOTT, SIR OSWALD A.",K.C.M.G.
2773,"SCOTT, SIR OSWALD A.",D.S.O.
2774,"SCOTT, PAUL H.",C.M.G.
2775,"SCOTT, SIR ROBERT H.",G.C.M.G.
2776,"SCOTT, SIR ROBERT H.",C.B.E.
2777,"SCOTT FOX, SIR R. DAVID J.",K.C.M.G.
2778,"SCRAFTON, DOUGLAS",C.M.G.
2779,"SCRIVENER, SIR PATRICK S.",K.C.M.G.
2780,"SCRIVENER, RONALD S.",C.M.G.
2781,"SCULLARD, GEOFFREY L.",O.B.E.
2782,"SEATON, ANDREW J.",C.M.G.
2783,"SEAWARD, COLIN H.",C.B.E.
2784,"SEBASTIAN, ERROLL G.",C.B.E.
2785,"SEBASTIAN, ERROLL G.",D.S.O.
2786,"SECONDE, SIR REGINALD L.",K.C.M.G.
2787,"SECONDE, SIR REGINALD L.",C.V.O.
2788,"SEDGWICK, RICHARD R.",C.M.G.
2789,"SEDWILL, SIR MARK P.",K.C.M.G.
2790,"SEEDS, SIR WILLIAM",K.C.M.G.
2791,"SEGAR, CHRISTOPHER M.J.",C.M.G.
2792,"SELBY, RALPH W.",C.M.G.
2793,"SELBY, SIR WALFORD H.M.",K.C.M.G.
2794,"SELBY, SIR WALFORD H.M.",C.B.
2795,"SELBY, SIR WALFORD H.M.",C.V.O.
2796,"SELKIRK, Rt. Hon. GEORGE, 10th EARL OF",K.T.
2797,"SELKIRK, Rt. Hon. GEORGE, 10th EARL OF",G.C.M.G.
2798,"SELKIRK, Rt. Hon. GEORGE, 10th EARL OF",G.B.E.
2799,"SELKIRK, Rt. Hon. GEORGE, 10th EARL OF",A.F.C.
2800,"SELOUS, GERALD H.",C.B.E.
2801,"SELWYN, JOHN S.A.",O.B.E.
2802,"SETCHELL, HERBERT L.",C.B.E.
2803,"SEYMOUR, Rt. Hon. SIR GEORGE H.",G.C.B.
2804,"SEYMOUR, SIR HORACE J.",G.C.M.G.
2805,"SEYMOUR, SIR HORACE J.",C.V.O.
2806,"SEYMOUR, RICHARD S.",M.V.O.
2807,"SHAKESPEARE, JOHN W.R.",C.M.G.
2808,"SHAKESPEARE, JOHN W.R.",L.V.O.
2809,"SHANNON, GODFREY E. BOYD",C.M.G.
2810,"SHARKEY, COLUM J.",C.M.G.
2811,"SHARKEY, COLUM J.",M.B.E.
2812,"SHARMA, AJAY",C.M.G.
2813,"SHARMAN, THOMAS C.",O.B.E.
2814,"SHARP, THOMAS",C.B.E.
2815,"SHARPE, WILLIAM",O.B.E.
2816,"SHATTOCK, JOHN S.H.",C.M.G.
2817,"SHATTOCK, JOHN S.H.",O.B.E.
2818,"SHAW, JOHN D.B.",M.V.O.
2819,"SHAW, THOMAS R.",C.M.G.
2820,"SHEARMAN, MARTIN J.",C.V.O.
2821,"SHEIL, Lieutenant-General SIR JUSTIN",K.C.B.
2822,"SHEINWALD, SIR NIGEL E.",G.C.M.G.
2823,"SHEPHERD, SIR E.H. GERALD",K.C.M.G.
2824,"SHEPHERD, SIR FRANCIS M.",K.B.E.
2825,"SHEPHERD, SIR FRANCIS M.",C.M.G.
2826,"SHEPHERD, HENRY B.",T.D.
2827,"SHEPHERD, SIR JOHN A.",K.C.V.O.
2828,"SHEPHERD, SIR JOHN A.",C.M.G.
2829,"SHERCLIFF, SIMON",O.B.E.
2830,"SHERIDAN, RODERICK G.",O.B.E.
2831,"SHERIDAN, RODERICK G.",L.V.O.
2832,"SHERWOOD, LESLIE R.",C.M.G.
2833,"SHONE, SIR TERENCE A.",K.C.M.G.
2834,"SHORT, ROGER G.",M.V.O.
2835,"SHUCKBURGH, SIR C.A. EVELYN",G.C.M.G.
2836,"SIDDIQ, IRFAN",O.B.E.
2837,"SIMEON, JOHN P.B.",O.B.E.
2838,"SIMMONDS, SIDNEY",C.B.E.
2839,"SIMMONS, GUY L.",M.V.O.
2840,"SIMMONS, TIMOTHY M.J.",C.V.O.
2841,"SIMONS, A. MURRAY",C.M.G.
2842,"SIMPSON, GERALD G.",C.M.G.
2843,"SIMPSON, JOHN L.",C.M.G.
2844,"SIMPSON, JOHN L.",T.D.
2845,"SIMPSON, JOHN L.",Q.C.
2846,"SIMPSON, KENNETH J.",C.M.G.
2847,"SIMPSON-ORLEBAR, SIR MICHAEL K.O.",K.C.M.G.
2848,"SINCLAIR, SIR IAN M.",K.C.M.G.
2849,"SINCLAIR, SIR IAN M.",Q.C.
2850,"SINCLAIR, JONATHAN W.S.",L.V.O.
2851,"SINDALL, ADRIAN J.",C.M.G.
2852,"SINKINSON, PHILP A. ",O.B.E.
2853,"SINTON, WILLIAM B.",O.B.E.
2854,"SIZELAND, PAUL R.",C.M.G.
2855,"SLATCHER, WILLIAM K.",C.M.G.
2856,"SLATCHER, WILLIAM K.",C.V.O.
2857,"SLATER, DUNCAN",C.M.G.
2858,"SLATER, RICHARD M.K.",C.M.G.
2859,"SLINN, DAVID A.",C.M.G.
2860,"SLINN, DAVID A.",O.B.E.
2861,"SMALL, DAVID P.",C.M.G.
2862,"SMALL, DAVID P.",M.B.E.
2863,"SMALLBONES, ROBERT T.",C.M.G.
2864,"SMALLBONES, ROBERT T.",M.B.E.
2865,"SMALLMAN, BARRY G.",C.M.G.
2866,"SMALLMAN, BARRY G.",C.V.O.
2867,"SMALLMAN, DAVID L.",L.V.O.
2868,"SMART, A.B. PETER",C.M.G.
2869,"SMEDLEY, SIR HAROLD",K.C.M.G.
2870,"SMEDLEY, SIR HAROLD",M.B.E.
2871,"SMITH, ANTHONY D.R.",C.M.G.
2872,"SMITH, BRIAN",C.M.G.
2873,"SMITH, ERIC N.",C.M.G.
2874,"SMITH, G. NEIL",C.M.G.
2875,"SMITH, SIR HOWARD F.T.",G.C.M.G.
2876,"SMITH, KATHERINE (KATE) L.",C.M.G.
2877,"SMITH, L.B. (BARNEY)",C.M.G.
2878,"SMITH, PETER J.",C.B.E.
2879,"SMITH, ROLAND H.",C.M.G.
2880,"SMITH, SIMON J.M. ",C.M.G.
2881,"SMITH, TRAFFORD",C.M.G.
2882,"SMITH, WILLIAM J.",C.B.
2883,"SMITH-LAITTAN, JAMES",C.M.G.
2884,"SMITHERMAN, FRANK",M.B.E.
2885,"SNELLING, SIR ARTHUR W.",K.C.M.G.
2886,"SNELLING, SIR ARTHUR W.",K.C.V.O.
2887,"SNIDERS, EDWARD",M.B.E.
2888,"SNODGRASS, JOHN M.O.",C.M.G.
2889,"SNOW, THOMAS M.",C.M.G.
2890,"SOAMES, Rt. Hon. SIR A. CHRISTOPHER J.",G.C.M.G.
2891,"SOAMES, Rt. Hon. SIR A. CHRISTOPHER J.",G.C.V.O.
2892,"SOAMES, Rt. Hon. SIR A. CHRISTOPHER J.",C.H.
2893,"SOAMES, Rt. Hon. SIR A. CHRISTOPHER J.",C.B.E.
2894,"SOLESBY, TESSA A. H.",C.M.G.
2895,"SOMERS COCKS, JOHN S.",C.V.O.
2896,"SOMERS COCKS, JOHN S.",C.B.E.
2897,"SOMERS COCKS, PHILIP",C.M.G.
2898,"SOMERSET, Field-Marshal Rt. Hon. LORD FITZROY J.H.",G.C.B.
2899,"SOUTHERN, HENRY",C.B.
2900,"SPARKES, ANDREW J.",C.M.G.
2901,"SPARROW, BRYAN",C.M.G.
2902,"SPEAIGHT, RICHARD L. ",C.M.G.
2903,"SPEARMAN, CLEMENT",C.B.E.
2904,"SPENCER, DAME ROSEMARY J.",D.C.M.G.
2905,"SPENDLOVE, PETER R.",C.V.O.
2906,"SPERLING, SIR ROWLAND A.C.",K.C.M.G.
2907,"SPERLING, SIR ROWLAND A.C.",C.B.
2908,"SPICELEY, PETER J.",M.B.E.
2909,"SPICER, GERALD SYDNEY",C.B.
2910,"SPIRE, ALBERT H.",C.B.E.
2911,"SPRAGUE, DAVID K.",M.V.O.
2912,"SPRECKLEY, SIR J. NICHOLAS T., K.CV.O.",C.M.G.
2913,"SPRING RICE, Rt. Hon. SIR CECIL A.",G.C.M.G.
2914,"SPRING RICE, Rt. Hon. SIR CECIL A.",G.C.V.O.
2915,"SQUIRE, C. WILLIAM",C.M.G.
2916,"SQUIRE, C. WILLIAM",L.V.O.
2917,"SQUIRE, SIR GILES F.",K.B.E.
2918,"SQUIRE, SIR GILES F.",C.I.E.
2919,"STAFFORD, JOHN",O.B.E.
2920,"STAGG, SIR C. RICHARD V.",K.C.M.G.
2921,"STAINES, DONALD V.",C.M.G.
2922,"STAINES, DONALD V.",C.B.E.
2923,"STANLEY, HENRY S.H.C.",C.M.G.
2924,"STANLEY, SIR HERBERT J.",G.C.M.G.
2925,"STANSFIELD, GEORGE N.",C.B.E.
2926,"STANTON, GENERAL SIR EDWARD",K.C.B.
2927,"STANTON, GENERAL SIR EDWARD",K.C.M.G.
2928,"STANTON, LOUISE J.",O.B.E.
2929,"STAPLES, H.A. JUSTIN",C.M.G.
2930,"STARK, SIR ANDREW A.S.",K.C.M.G.
2931,"STARK, SIR ANDREW A.S.",C.V.O.
2932,"STATHAM, SIR NORMAN",K.C.M.G.
2933,"STATHAM, SIR NORMAN",C.V.O.
